loss,mae,mse,val_loss,val_mae,val_mse,learning_rate
0.6207820177078247,0.5500056743621826,0.6207820177078247,0.5236356258392334,0.510028600692749,0.5236356258392334,0.0010000000474974513
0.39619874954223633,0.4478992521762848,0.39619874954223633,0.41982483863830566,0.4538207948207855,0.41982483863830566,0.0010000000474974513
0.3142474889755249,0.4077427089214325,0.3142474889755249,0.43500176072120667,0.4444747865200043,0.43500176072120667,0.0010000000474974513
0.26649612188339233,0.3767760396003723,0.26649612188339233,0.36044013500213623,0.40853843092918396,0.36044013500213623,0.0010000000474974513
0.24168600142002106,0.3571677505970001,0.24168600142002106,0.3620773255825043,0.4170073866844177,0.3620773255825043,0.0010000000474974513
0.22557973861694336,0.34660375118255615,0.22557973861694336,0.295016884803772,0.37835320830345154,0.295016884803772,0.0010000000474974513
0.21062153577804565,0.3355564773082733,0.21062153577804565,0.3032330572605133,0.39000195264816284,0.3032330572605133,0.0010000000474974513
0.19728775322437286,0.32802242040634155,0.19728775322437286,0.3205473721027374,0.3908662497997284,0.3205473721027374,0.0010000000474974513
0.19744843244552612,0.3238465189933777,0.19744843244552612,0.2863066494464874,0.38938048481941223,0.2863066494464874,0.0010000000474974513
0.19603796303272247,0.3201104700565338,0.19603796303272247,0.2739347517490387,0.38585367798805237,0.2739347517490387,0.0010000000474974513
0.18466632068157196,0.31307870149612427,0.18466632068157196,0.2865661382675171,0.38956281542778015,0.2865661382675171,0.0010000000474974513
0.17740397155284882,0.3087521493434906,0.17740397155284882,0.2138064056634903,0.33940955996513367,0.2138064056634903,0.0010000000474974513
0.17414787411689758,0.30573010444641113,0.17414787411689758,0.2519482374191284,0.3634393513202667,0.2519482374191284,0.0010000000474974513
0.17852747440338135,0.30708685517311096,0.17852747440338135,0.23905225098133087,0.3601636588573456,0.23905225098133087,0.0010000000474974513
0.17125245928764343,0.2993784248828888,0.17125245928764343,0.23529106378555298,0.35408926010131836,0.23529106378555298,0.0010000000474974513
0.16675983369350433,0.2985967993736267,0.16675983369350433,0.23462016880512238,0.3572978079319,0.23462016880512238,0.0010000000474974513
0.16457559168338776,0.29523253440856934,0.16457559168338776,0.2486119121313095,0.36597201228141785,0.2486119121313095,0.0010000000474974513
0.16162364184856415,0.2934289872646332,0.16162364184856415,0.2609401345252991,0.37720999121665955,0.2609401345252991,0.0010000000474974513
0.1616077721118927,0.2899993360042572,0.1616077721118927,0.24107874929904938,0.36351507902145386,0.24107874929904938,0.0010000000474974513
0.15778639912605286,0.28666552901268005,0.15778639912605286,0.22426040470600128,0.35389572381973267,0.22426040470600128,0.0010000000474974513
0.1522112339735031,0.2856760323047638,0.1522112339735031,0.2576770782470703,0.3738913834095001,0.2576770782470703,0.0010000000474974513
0.15367156267166138,0.2830888628959656,0.15367156267166138,0.23160432279109955,0.3588855266571045,0.23160432279109955,0.0010000000474974513
0.14762535691261292,0.2783692479133606,0.14762535691261292,0.24302080273628235,0.3645560145378113,0.24302080273628235,0.0005000000237487257
0.1438184529542923,0.27650538086891174,0.1438184529542923,0.22940893471240997,0.3553740978240967,0.22940893471240997,0.0005000000237487257
0.143108531832695,0.275723397731781,0.143108531832695,0.23877274990081787,0.3595389723777771,0.23877274990081787,0.0005000000237487257
0.14291000366210938,0.27454668283462524,0.14291000366210938,0.24132977426052094,0.3646571636199951,0.24132977426052094,0.0005000000237487257
0.1402072310447693,0.2701756954193115,0.1402072310447693,0.2277650237083435,0.35337719321250916,0.2277650237083435,0.0005000000237487257
0.13854531943798065,0.2705785632133484,0.13854531943798065,0.2625003159046173,0.3764241635799408,0.2625003159046173,0.0005000000237487257
0.13996367156505585,0.2703706622123718,0.13996367156505585,0.243966206908226,0.36580368876457214,0.243966206908226,0.0005000000237487257
0.1382616013288498,0.2694180905818939,0.1382616013288498,0.24340860545635223,0.3648298382759094,0.24340860545635223,0.0005000000237487257
