timestamp,pm2_5_forecast,pm2_5_lower_bound,pm2_5_upper_bound
2025-12-08 02:00:00,108.53234853343173,99.87171430367025,117.19298276319321
2025-12-08 03:00:00,111.36626014190516,102.70562591214367,120.02689437166664
2025-12-08 04:00:00,110.77027565698084,102.10964142721936,119.43090988674233
2025-12-08 05:00:00,110.6539936764708,101.99335944670932,119.31462790623229
2025-12-08 06:00:00,116.56325810006564,107.90262387030415,125.22389232982712
2025-12-08 07:00:00,112.91754225335264,104.25690802359115,121.57817648311412
2025-12-08 08:00:00,112.95694331183908,104.2963090820776,121.61757754160057
2025-12-08 09:00:00,113.87070337859592,105.21006914883444,122.5313376083574
2025-12-08 10:00:00,114.93289231721303,106.27225808745155,123.59352654697452
2025-12-08 11:00:00,113.76162587914583,105.10099164938434,122.42226010890731
2025-12-08 12:00:00,112.6665116339835,104.00587740422202,121.32714586374499
2025-12-08 13:00:00,112.56460549154251,103.90397126178102,121.22523972130399
2025-12-08 14:00:00,113.68217784318135,105.02154361341987,122.34281207294283
2025-12-08 15:00:00,113.82904988465165,105.16841565489017,122.48968411441314
2025-12-08 16:00:00,114.08649000786032,105.42585577809884,122.7471242376218
2025-12-08 17:00:00,114.01265649851496,105.35202226875347,122.67329072827644
2025-12-08 18:00:00,113.96355009312936,105.30291586336787,122.62418432289084
2025-12-08 19:00:00,113.91971041182897,105.25907618206749,122.58034464159046
2025-12-08 20:00:00,113.89437051292848,105.23373628316699,122.55500474268996
2025-12-08 21:00:00,113.7976814084964,105.13704717873492,122.45831563825789
2025-12-08 22:00:00,113.66574831395958,105.0051140841981,122.32638254372107
2025-12-08 23:00:00,113.41029563380195,104.74966140404047,122.07092986356344
2025-12-09 00:00:00,113.24793809855912,104.58730386879763,121.9085723283206
2025-12-09 01:00:00,109.80634921521118,101.1457149854497,118.46698344497267
2025-12-09 02:00:00,109.21526708981271,100.55463286005123,117.8759013195742
2025-12-09 03:00:00,108.70787287888756,100.04723864912607,117.36850710864904
2025-12-09 04:00:00,108.57227957673179,99.9116453469703,117.23291380649327
2025-12-09 05:00:00,126.80764924072112,118.14701501095963,135.4682834704826
2025-12-09 06:00:00,118.38532932721444,109.72469509745295,127.04596355697592
2025-12-09 07:00:00,109.63771467233222,100.97708044257074,118.29834890209371
2025-12-09 08:00:00,130.6690192204951,122.00838499073362,139.3296534502566
2025-12-09 09:00:00,121.96968286972722,113.30904863996574,130.6303170994887
2025-12-09 10:00:00,118.69864972420758,110.0380154944461,127.35928395396907
2025-12-09 11:00:00,118.43514789969332,109.77451366993184,127.0957821294548
2025-12-09 12:00:00,117.70255982906228,109.0419255993008,126.36319405882377
2025-12-09 13:00:00,117.73868160651455,109.07804737675306,126.39931583627603
2025-12-09 14:00:00,119.09078880019906,110.43015457043758,127.75142302996055
2025-12-09 15:00:00,123.17225153584799,114.5116173060865,131.83288576560946
2025-12-09 16:00:00,118.13199658631122,109.47136235654973,126.7926308160727
2025-12-09 17:00:00,133.61860001453783,124.95796578477635,142.27923424429932
2025-12-09 18:00:00,147.56917495673358,138.9085407269721,156.22980918649506
2025-12-09 19:00:00,149.73505726968324,141.07442303992175,158.39569149944472
2025-12-09 20:00:00,155.45616052242286,146.79552629266138,164.11679475218435
2025-12-09 21:00:00,154.65949397542187,145.99885974566038,163.32012820518335
2025-12-09 22:00:00,152.18095374649607,143.5203195167346,160.84158797625756
2025-12-09 23:00:00,150.90170290265684,142.24106867289535,159.56233713241832
2025-12-10 00:00:00,153.04573990407073,144.38510567430924,161.7063741338322
2025-12-10 01:00:00,145.06680197322095,136.40616774345946,153.72743620298243
2025-12-10 02:00:00,144.3971330371801,135.73649880741863,153.0577672669416
2025-12-10 03:00:00,144.5105001012153,135.84986587145383,153.1711343309768
2025-12-10 04:00:00,145.27874621258673,136.61811198282524,153.9393804423482
2025-12-10 05:00:00,148.9962584395178,140.3356242097563,157.65689266927927
2025-12-10 06:00:00,152.20321310866748,143.542578878906,160.86384733842897
2025-12-10 07:00:00,148.61993609780734,139.95930186804586,157.28057032756882
2025-12-10 08:00:00,148.70196780973816,140.04133357997668,157.36260203949965
2025-12-10 09:00:00,145.56329837141635,136.90266414165487,154.22393260117784
2025-12-10 10:00:00,148.84859142082706,140.18795719106558,157.50922565058855
2025-12-10 11:00:00,147.88065696890453,139.22002273914305,156.54129119866602
2025-12-10 12:00:00,155.49531315052792,146.83467892076644,164.1559473802894
2025-12-10 13:00:00,157.05399848734044,148.39336425757895,165.71463271710192
2025-12-10 14:00:00,119.80242590866727,111.14179167890579,128.46306013842874
2025-12-10 15:00:00,108.30200388381863,99.64136965405714,116.96263811358011
2025-12-10 16:00:00,97.75731423866053,89.09668000889904,106.41794846842201
2025-12-10 17:00:00,90.7507162584964,82.09008202873491,99.41135048825788
2025-12-10 18:00:00,92.37625007043121,83.71561584066973,101.0368843001927
2025-12-10 19:00:00,91.69663563812254,83.03600140836106,100.35726986788403
2025-12-10 20:00:00,92.21760242888362,83.55696819912214,100.87823665864511
2025-12-10 21:00:00,93.14946478943016,84.48883055966867,101.81009901919164
2025-12-10 22:00:00,93.88273190310362,85.22209767334213,102.5433661328651
2025-12-10 23:00:00,93.39552680117174,84.73489257141026,102.05616103093323
2025-12-11 00:00:00,88.07092257761678,79.4102883478553,96.73155680737827
2025-12-11 01:00:00,91.21559160964881,82.55495737988733,99.8762258394103
2025-12-11 02:00:00,87.51823536766017,78.85760113789868,96.17886959742165
2025-12-11 03:00:00,89.93080904931757,81.27017481955609,98.59144327907906
2025-12-11 04:00:00,88.77134305436579,80.1107088246043,97.43197728412727
2025-12-11 05:00:00,91.02237902103892,82.36174479127743,99.6830132508004
2025-12-11 06:00:00,91.40179432099751,82.74116009123603,100.062428550759
2025-12-11 07:00:00,90.45904656924029,81.7984123394788,99.11968079900177
2025-12-11 08:00:00,90.68839749732788,82.0277632675664,99.34903172708937
2025-12-11 09:00:00,91.64608833652497,82.98545410676348,100.30672256628645
2025-12-11 10:00:00,92.02679547446672,83.36616124470524,100.68742970422821
2025-12-11 11:00:00,90.49756569987285,81.83693147011137,99.15819992963434
2025-12-11 12:00:00,128.54230609767592,119.88167186791443,137.2029403274374
2025-12-11 13:00:00,87.98686201757138,79.3262277878099,96.64749624733287
2025-12-11 14:00:00,89.73434616321799,81.07371193345651,98.39498039297948
2025-12-11 15:00:00,90.13333363672277,81.47269940696128,98.79396786648425
2025-12-11 16:00:00,92.90740664733511,84.24677241757362,101.56804087709659
2025-12-11 17:00:00,91.81399415028521,83.15335992052373,100.4746283800467
2025-12-11 18:00:00,95.49980252004616,86.83916829028468,104.16043674980764
2025-12-11 19:00:00,91.89612523436858,83.2354910046071,100.55675946413007
2025-12-11 20:00:00,96.22238298681405,87.56174875705257,104.88301721657554
2025-12-11 21:00:00,87.72897057916988,79.0683363494084,96.38960480893137
2025-12-11 22:00:00,88.34326852370808,79.68263429394659,97.00390275346956
2025-12-11 23:00:00,89.3288705162529,80.66823628649142,97.98950474601439
